,Cena,Kupione,Chłodzenie:,Faktura:,Interfejs złącza karty:,Pamięć:,Producent chipsetu:,Producent:,Rodzaj pamięci:,Stan:,Szyna pamięci:,Model
979,1829,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR6,Nowy,192,RTX2060
980,2000,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR6,Nowy,192,RTX2060
981,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
982,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
983,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
984,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
985,1279,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1660
986,419,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,AMD,SAPPHIRE,GDDR5,Nowy,128,RX550
987,1890,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,DDR5,Nowy,256,GTX1070
988,3690,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Asus,DDR6,Nowy,256,RTX2080
989,727,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
990,1030,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,192,GTX106
991,604,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050
992,649,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,AMD,MSI,GDDR5,Nowy,128,RX550
993,619,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,nVidia,GDDR5,Używany,128,QUADROk2200
994,1669,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gainward,GDDR6,Nowy,192,RTX2060
995,649,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Asus,GDDR5,Nowy,256,RX570
996,2910,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,DDR6,Nowy,256,RTX2070
997,1424,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR6,Nowy,192,GTX1660ti
998,751,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
999,3390,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,8,NVIDIA,Asus,DDR6,Nowy,256,RTX2070
1000,690,0,hybrydowe,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Asus,GDDR5,Nowy,128,GTX1050
1001,3199,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Po zwrocie,256,RTX2080
1002,979,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX570
1003,6374,0,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,ZOTAC,GDDR6,Nowy,352,RTX2080ti
1004,2775,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,ZOTAC,GDDR6,Nowy,256,RTX2070
1005,5979,0,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,Asus,GDDR6,Nowy,352,RTX2080ti
1006,5449,0,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,ZOTAC,GDDR6,Nowy,352,RTX2080ti
1007,4210,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,DDR6,Nowy,256,RTX2080
1008,1379,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1660ti
1009,1138,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1660
1010,542,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR6,Nowy,192,RX560
1011,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
1012,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
1013,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
1014,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
1015,649,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,AMD,MSI,GDDR5,Nowy,128,RX550
1016,2910,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,DDR6,Nowy,256,RTX2070
1018,1669,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gainward,GDDR6,Nowy,192,RTX2060
1019,649,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Asus,GDDR5,Nowy,256,RX570
1020,1424,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR6,Nowy,192,GTX1660ti
1021,751,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
1022,3390,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,8,NVIDIA,Asus,DDR6,Nowy,256,RTX2070
1023,690,0,hybrydowe,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Asus,GDDR5,Nowy,128,GTX1050
1024,3199,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Po zwrocie,256,RTX2080
1025,979,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX570
1026,6374,0,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,ZOTAC,GDDR6,Nowy,352,RTX2080ti
1027,2775,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,ZOTAC,GDDR6,Nowy,256,RTX2070
1028,5979,0,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,Asus,GDDR6,Nowy,352,RTX2080ti
1029,5449,0,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,ZOTAC,GDDR6,Nowy,352,RTX2080ti
1030,4210,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,DDR6,Nowy,256,RTX2080
1031,1379,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1660ti
1032,1138,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1660
1033,542,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR6,Nowy,192,RX560
1034,3918,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Asus,GDDR6,Nowy,256,RTX2080
1035,2623,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Palit,GDDR6,Nowy,256,RTX2070
1036,2150,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,Gigabyte,HBM 2,Nowy,2048,RXvega56
1037,1599,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR5,Po zwrocie,256,GTX1070
1038,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
1039,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
1040,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
1041,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
1042,1380,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,GTX1660ti
1043,1749,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Palit,GDDR5,Nowy,256,GTX1070
1044,3099,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Asus,GDDR6,Po zwrocie,256,RTX2080
1045,5899,0,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,Gigabyte,GDDR6,Nowy,352,RTX2080ti
1046,1375,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,GTX1660ti
1047,1590,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,NVIDIA,DDR5,Nowy,128,QUADROp1000
1048,669,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,MSI,GDDR5,Nowy,256,RX570
1049,1249,0,powietrzem,Wystawiam fakturę VAT,PCI,8,AMD,Asus,GDDR5,Nowy,256,RX480
1050,841,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,GDDR5,Nowy,256,RX570
1051,1349,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR6,Nowy,192,GTX1660ti
1052,1090,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Asus,DDR5,Nowy,128,GTX1050ti
1053,715,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Palit,GDDR5,Nowy,128,GTX1050ti
1054,1699,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,GDDR6,Nowy,192,RTX2060
1055,3099,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Po zwrocie,256,RTX2080
1056,910,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
1057,519,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,GDDR5,Nowy,128,RX550
1058,1299,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,GDDR6,Nowy,192,GTX1660ti
1059,928,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Asus,GDDR5,Nowy,128,GTX1050
1060,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
1061,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
1062,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
1063,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
1064,749,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,nVidia,GDDR5,Używany,64,QUADROk2200
1065,2170,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gainward,GDDR5,Nowy,256,GTX1070
1066,1760,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,Asus,GDDR5,Nowy,256,RX580
1067,1149,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,Gigabyte,GDDR5,Nowy,256,RX580
1068,1359,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR6,Nowy,192,GTX1660ti
1069,1779,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR6,Nowy,192,RTX2060
1070,1679,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR6,Nowy,192,RTX2060
1071,1185,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
1072,699,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,GDDR5,Nowy,256,RX570
1073,1466,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,DDR6,Nowy,192,GTX1660ti
1074,1281,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gainward,DDR6,Nowy,192,GTX1660ti
1075,1389,0,powietrzem,Wystawiam fakturę VAT,PCI,6,NVIDIA,Gigabyte,DDR6,Nowy,192,GTX1660ti
1076,759,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Gigabyte,GDDR5,Nowy,128,GTX1050ti
1077,1099,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
1078,1379,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,GDDR6,Nowy,192,GTX1660ti
1079,2805,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gainward,GDDR6,Nowy,256,RTX2070
1080,646,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,Asus,GDDR5,Nowy,192,GTX1050
1081,1182,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1660
1082,1075,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gainward,GDDR5,Nowy,192,GTX1660
1083,1667,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,GDDR6,Nowy,192,RTX2060
1084,1823,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR6,Nowy,192,RTX2060
1085,1751,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR6,Nowy,192,RTX2060
1086,3578,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gainward,GDDR6,Nowy,256,RTX2080
1087,3422,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Nowy,256,RTX2080
1088,1637,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,GDDR6,Nowy,192,RTX2060
1089,2670,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,ZOTAC,GDDR6,Nowy,256,RTX2070
1090,1742,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR6,Nowy,192,RTX2060
1091,1569,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,192,GTX1060
1092,853,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,AMD,GDDR6,Nowy,256,RX570
1093,1429,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,DDR6,Nowy,192,GTX1660ti
1094,799,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Gigabyte,GDDR5,Nowy,128,GTX1050ti
1095,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
1096,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
1097,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
1098,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
1099,2430,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Nowy,256,RTX2070
1100,1249,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,GTX1660
1101,1961,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,EVGA,GDDR6,Nowy,192,RTX2060
1102,1719,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gainward,GDDR6,Nowy,192,RTX2060
1103,1129,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR5,Nowy,192,GTX1060
1104,1489,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,GTX1660ti
1105,1359,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,GTX1660ti
1106,1281,0,powietrzem,Wystawiam fakturę VAT,inny,8,AMD,XFX,inna,Nowy,256,RX590
1107,867,0,powietrzem,Wystawiam fakturę VAT,inny,8,AMD,MSI,inna,Nowy,256,RX570
1108,868,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,MSI,GDDR5,Nowy,256,RX570
1109,999,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Asus,GDDR5,Nowy,256,RX570
1110,999,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Gigabyte,GDDR5,Nowy,256,RX570
1111,670,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,nVidia,GDDR5,Używany,192,QUADROk4000
1112,2354,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Palit,GDDR6,Nowy,256,RTX2070
1113,964,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Gigabyte,GDDR5,Nowy,256,RX580
1114,5613,0,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,Palit,GDDR6,Nowy,352,RTX2080ti
1115,789,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
1116,2749,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2070
1117,3367,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,NVIDIA,GDDR6,Nowy,256,RTX2080
1118,2396,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Nowy,256,RTX2070
1119,674,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050
1120,1315,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR6,Nowy,192,GTX1660ti
1121,1350,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,192,GTX1060
1122,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
1123,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
1124,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
1125,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
1126,853,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,AMD,GDDR6,Nowy,256,RX570
1127,1249,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,GTX1660
1128,799,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Gigabyte,GDDR5,Nowy,128,GTX1050ti
1129,2430,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Nowy,256,RTX2070
1130,1961,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,EVGA,GDDR6,Nowy,192,RTX2060
1131,1719,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gainward,GDDR6,Nowy,192,RTX2060
1132,1129,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR5,Nowy,192,GTX1060
1133,1489,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,GTX1660ti
1134,1359,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,GTX1660ti
1135,1281,0,powietrzem,Wystawiam fakturę VAT,inny,8,AMD,XFX,inna,Nowy,256,RX590
1136,867,0,powietrzem,Wystawiam fakturę VAT,inny,8,AMD,MSI,inna,Nowy,256,RX570
1137,868,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,MSI,GDDR5,Nowy,256,RX570
1138,999,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Asus,GDDR5,Nowy,256,RX570
1139,999,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Gigabyte,GDDR5,Nowy,256,RX570
1140,670,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,nVidia,GDDR5,Używany,192,QUADROk4000
1141,2354,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Palit,GDDR6,Nowy,256,RTX2070
1142,964,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Gigabyte,GDDR5,Nowy,256,RX580
1143,5613,0,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,Palit,GDDR6,Nowy,352,RTX2080ti
1144,789,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
1145,2749,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2070
1146,3367,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,NVIDIA,GDDR6,Nowy,256,RTX2080
1147,2396,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Nowy,256,RTX2070
1148,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
1149,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
1150,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
1151,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
1152,1289,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,Gigabyte,GDDR5,Nowy,256,RX590
1153,2359,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Nowy,352,RTX2070
1154,1049,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,DDR5,Nowy,192,GTX1060
1155,1100,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
1156,1299,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Asus,GDDR5,Używany,128,GTX1050ti
1157,605,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Inno3D,GDDR5,Nowy,128,GTX1050
1158,2749,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2070
1159,849,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
1160,825,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,MSI,GDDR5,Nowy,256,RX570
1161,1175,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,XFX,GDDR5,Nowy,256,RX590
1162,1094,0,powietrzem,Wystawiam fakturę VAT,PCI,6,NVIDIA,Palit,DDR5,Nowy,192,GTX1060
1163,2749,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR6,Nowy,256,RTX2070
1164,1314,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gainward,DDR6,Nowy,192,GTX1660ti
1165,1337,0,powietrzem,Wystawiam fakturę VAT,PCI,6,NVIDIA,Asus,DDR6,Nowy,192,GTX1660ti
1166,1283,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Palit,DDR6,Nowy,192,GTX1660ti
1167,3472,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,ZOTAC,GDDR6,Nowy,256,RTX2080
1168,1684,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,GDDR6,Nowy,192,RTX2060
1169,909,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,SAPPHIRE,GDDR5,Nowy,256,RX570
1170,965,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Gigabyte,GDDR5,Nowy,128,GTX1050ti
1171,1229,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,XFX,GDDR5,Nowy,256,RX590
1172,800,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Asus,GDDR5,Nowy,128,GTX1050ti
1173,1219,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX590
1174,1353,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,AMD,GDDR5,Nowy,256,RX590
1175,2464,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Asus,GDDR6,Nowy,256,RTX2070
1176,2479,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Nowy,256,RTX2070
1177,5299,0,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,MSI,GDDR6,Nowy,352,RTX2080ti
1178,1749,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR6,Nowy,192,RTX2060
1179,1169,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,NVIDIA,GDDR5X,Nowy,192,GTX1060
1180,1326,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gainward,GDDR6,Nowy,192,GTX1660ti
1181,798,0,powietrzem,Wystawiam fakturę VAT,PCI,4,NVIDIA,Gigabyte,GDDR5,Nowy,128,GTX1050ti
1182,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
1183,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
1184,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
1185,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
1186,1899,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR5,Nowy,256,GTX1070
1187,929,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,MSI,GDDR5,Nowy,256,RX580
