,Cena,Kupione,Chłodzenie:,Faktura:,Interfejs złącza karty:,Pamięć:,Producent chipsetu:,Producent:,Rodzaj pamięci:,Stan:,Szyna pamięci:,Model
1710,949,2,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,ZOTAC,GDDR5,Używany,256,GTX1070
1711,2640,0,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5X,Używany,352,GTX1080ti
1712,1295,2,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,Gigabyte,HBM 2,Nowy,2048,RXvega56
1713,589,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,Gigabyte,GDDR5,Używany,256,RX580
1714,2650,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Używany,256,RTX2080
1715,420,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,Gainward,GDDR5,Używany,128,GTX1050ti
1716,649,4,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,MSI,GDDR5,Używany,256,RX580
1717,419,0,powietrzem,Nie wystawiam faktury,PCI Express,2,NVIDIA,Gigabyte,GDDR5,Używany,128,GTX1050
1718,529,3,pasywne,Wystawiam fakturę VAT-marża,PCI Express,4,NVIDIA,Palit,DDR5,Używany,128,GTX1050ti
1719,3800,0,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5X,Nowy,352,GTX1080ti
1720,1049,1,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR5,Używany,256,GTX1070ti
1721,1149,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,ZOTAC,GDDR5X,Używany,256,GTX1070ti
1722,1090,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,EVGA,DDR5,Używany,256,GTX1070ti
1723,520,2,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,ZOTAC,GDDR5,Używany,192,GTX1060
1724,2150,0,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Palit,GDDR5X,Używany,352,GTX1080ti
1725,650,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,MSI,GDDR5,Używany,256,GTX980
1726,755,1,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,XFX,DDR5,Powystawowy,256,RX580
1727,499,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Gigabyte,GDDR5,Nowy,128,GTX1050
1728,1750,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,Gigabyte,GDDR6,Używany,192,RTX2060
1729,2337,0,powietrzem,Wystawiam fakturę VAT,inny,8,NVIDIA,Gigabyte,GDDR5X,Używany,256,GTX1080
1730,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
1731,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
1732,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
1733,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
1734,500,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,NVIDIA,DDR5,Używany,128,QUADROk2200
1735,444,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,MSI,GDDR5,Używany,128,GTX1050ti
1736,1500,0,powietrzem,Nie wystawiam faktury,PCI,8,NVIDIA,ZOTAC,GDDR5,Używany,256,GTX1080
1737,659,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,nVidia,DDR5,Używany,256,GTX980
1738,780,1,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,XFX,GDDR5,Nowy,256,RX580
1739,906,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,MSI,GDDR5X,Używany,256,GTX1070
1740,1099,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,DDR5,Nowy,256,RX570
1741,549,0,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,MSI,GDDR5,Używany,192,GTX1060
1742,1025,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,MSI,GDDR5,Używany,256,GTX1070
1743,1650,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,SAPPHIRE,HBM 2,Używany,4096,RXvega64
1744,2400,0,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,11,NVIDIA,ZOTAC,GDDR5X,Używany,352,GTX1080ti
1745,649,2,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Gigabyte,GDDR5,Nowy,256,RX570
1746,1399,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Palit,GDDR5,Nowy,256,GTX1070
1747,720,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,Asus,DDR5,Używany,384,GTXtitan
1748,999,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,MSI,GDDR4,Używany,256,GTX1070
1749,479,3,powietrzem,Wystawiam fakturę bez VAT,PCI Express,4,NVIDIA,Gainward,GDDR5,Używany,256,GTX970
1750,649,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,MSI,GDDR5,Używany,256,RX580
1751,1368,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1060
1752,2150,0,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,nVidia,GDDR5X,Używany,352,GTX1080ti
1753,870,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,EVGA,DDR5,Używany,256,GTX1070
1754,500,0,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,Gigabyte,GDDR5,Używany,512,GTX1060
1755,1435,3,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,Gigabyte,HBM 2,Nowy,2048,RXvega56
1756,1350,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,MSI,GDDR5,Używany,256,GTX1070ti
1757,1500,1,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,MSI,GDDR5X,Używany,256,GTX1080
1758,3250,2,wodne,Nie wystawiam faktury,PCI Express,11,NVIDIA,INNO3D,GDDR5X,Nowy,352,GTX1080ti
1759,450,0,pasywne,Nie wystawiam faktury,PCI Express,4,NVIDIA,Palit,GDDR5,Używany,128,GTX1050ti
1760,900,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Palit,GDDR5,Używany,256,GTX1070
1761,520,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,Asus,GDDR5,Używany,256,RX480
1762,2890,0,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,nVidia,GDDR5X,Używany,352,GTX1080ti
1763,1440,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,ZOTAC,GDDR5X,Używany,256,GTX1080
1764,749,2,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,Gigabyte,DDR5,Używany,192,GTX1060
1765,440,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,Gigabyte,GDDR5,Używany,256,RX570
1766,4249,0,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Palit,GDDR6,Używany,352,RTX2080ti
1767,2200,0,pasywne,Nie wystawiam faktury,PCI Express,11,NVIDIA,MSI,GDDR5X,Używany,352,GTX1080ti
1768,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
1769,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
1770,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
1771,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
1772,500,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,Gigabyte,GDDR5,Używany,256,RX480
1773,750,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,MSI,GDDR5,Używany,192,GTX1060
1774,480,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,SAPPHIRE,DDR5,Używany,256,RX580
1775,2599,1,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,Gainward,GDDR5X,Używany,352,GTX1080ti
1776,1860,1,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR5,Nowy,256,GTX1070
1777,499,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,ZOTAC,GDDR5,Nowy,128,GTX1050
1778,878,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Palit,GDDR5,Używany,256,GTX1070
1779,1399,1,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Palit,GDDR5,Nowy,256,GTX1070
1780,709,3,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,Gigabyte,GDDR5,Nowy,256,RX580
1781,2599,0,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5X,Używany,352,GTX1080ti
1782,721,1,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
1783,849,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,ZOTAC,GDDR5X,Używany,192,GTX1070
1784,2199,0,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,nVidia,GDDR5X,Używany,352,GTX1080ti
1785,1149,0,hybrydowe,Wystawiam fakturę bez VAT,PCI Express,8,NVIDIA,MSI,GDDR5,Używany,256,GTX1070
1786,697,1,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,PowerColor,GDDR5,Nowy,256,RX570
1787,1025,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Asus,GDDR5,Używany,256,GTX1070
1788,522,3,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Gigabyte,DDR5,Nowy,128,GTX1050
1789,444,3,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,GDDR5,Używany,256,RX570
1790,1579,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR5,Używany,256,GTX1080
1791,475,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,MSI,GDDR5,Używany,128,GTX1050ti
1792,439,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,MSI,GDDR5,Używany,128,GTX1050ti
1793,870,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Palit,GDDR5,Używany,256,GTX1070
1794,449,1,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,4,AMD,Asus,GDDR5,Używany,256,RX570
1795,750,1,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,XFX,DDR5,Powystawowy,256,RX580
1796,1910,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gigabyte,DDR6,Nowy,192,RTX2060
1797,1700,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Gigabyte,GDDR5,Nowy,256,GTX1070ti
1798,999,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR5,Używany,256,GTX1070
1799,534,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,Asus,GDDR5,Używany,128,GTX1050ti
1800,1100,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,8,NVIDIA,Gigabyte,DDR5,Używany,256,GTX1070
1801,750,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,MSI,GDDR5,Używany,192,GTX1060
1802,749,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,Asus,GDDR5,Używany,192,GTX1060
1803,630,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,ZOTAC,DDR5,Używany,192,GTX1060
1804,724,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,Asus,GDDR5,Nowy,256,RX480
1805,2899,1,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Nowy,256,RTX2070
1806,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
1807,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
1808,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
1809,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
1810,950,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,EVGA,GDDR5,Używany,256,GTX1070
1811,3000,0,wodne,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5X,Używany,352,GTX1080ti
1812,600,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,Asus,GDDR5,Używany,256,RX580
1813,499,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,ZOTAC,GDDR5,Używany,128,GTX1050ti
1814,1399,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,Gigabyte,GDDR6,Używany,192,RTX2060
1815,1489,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,MSI,HBM 2,Używany,2048,RXvega64
1816,1599,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,inna,Używany,256,GTX1080
1817,1329,1,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,MSI,GDDR5,Nowy,192,GTX1660ti
1818,769,3,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,DDR5,Nowy,128,QUADROp600
1819,629,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,Gainward,GDDR5,Nowy,128,GTX1050
1820,2200,0,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Palit,GDDR5X,Używany,352,GTX1080ti
1821,545,1,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,3,NVIDIA,ZOTAC,GDDR5,Używany,192,GTX1060
1822,999,0,powietrzem,Nie wystawiam faktury,inny,6,NVIDIA,NVIDIA,GDDR5,Używany,192,GTX970
1823,840,1,powietrzem,Wystawiam fakturę VAT,PCI Express,3,NVIDIA,Gigabyte,GDDR5,Nowy,192,GTX1060
1824,1449,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,XFX,HBM 2,Używany,2048,RXvega64
1825,699,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,MSI,DDR5,Używany,256,RX580
1826,469,2,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Nowy,128,GTX750ti
1827,1099,2,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,XFX,GDDR5,Nowy,256,RX590
1828,929,0,powietrzem,Wystawiam fakturę VAT,PCI,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
1829,495,1,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,SAPPHIRE,GDDR5,Używany,256,RX470
1830,440,2,pasywne,Wystawiam fakturę VAT-marża,inny,4,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADROk3000
1831,435,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,Asus,GDDR5,Używany,256,RX570
1832,1450,0,powietrzem,Nie wystawiam faktury,inny,8,NVIDIA,NVIDIA,DDR5,Używany,256,GTX980
1833,1200,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,Asus,GDDR5,Używany,192,GTX1060
1834,619,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,SAPPHIRE,GDDR5,Używany,256,RX580
1835,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
1836,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
1837,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
1838,1410,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
1839,499,0,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,MSI,GDDR5,Używany,192,GTX1060
1840,1799,1,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR5,Nowy,256,GTX1070
1841,488,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,MSI,GDDR5,Nowy,128,GTX960
1842,785,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,Gigabyte,GDDR5,Używany,256,RX580
1843,899,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,MSI,GDDR5,Używany,384,GTX980ti
1844,500,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,AMD,GDDR5,Używany,256,RX480
1845,619,0,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,EVGA,GDDR5,Nowy,192,GTX1060
1846,697,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,AMD,GDDR5,Używany,256,RX480
1847,1260,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gainward,GDDR6,Nowy,192,GTX1660ti
1848,500,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,MSI,DDR5,Używany,128,GTX1050ti
1849,570,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,XFX,GDDR5,Używany,256,RX580
1850,1099,0,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,8,NVIDIA,MSI,GDDR5,Używany,256,GTX1070
1851,950,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,EVGA,GDDR5,Używany,256,GTX1070
1852,2590,0,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,MSI,GDDR5X,Używany,352,GTX1080ti
1853,470,0,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,EVGA,DDR5,Używany,384,GTX780ti
1854,1849,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,Asus,GDDR6,Nowy,192,RTX2060
1855,1650,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Gigabyte,GDDR5X,Używany,256,GTX1080
1856,539,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,DDR5,Nowy,128,RX550
1857,649,0,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,Asus,GDDR5,Nowy,192,GTX1060
1858,860,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,Gigabyte,GDDR5,Nowy,128,GTX1050ti
1859,3090,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Palit,GDDR6,Nowy,256,RTX2080
1860,580,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,MSI,DDR5,Używany,256,RX470
1861,699,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,8,AMD,XFX,GDDR5,Po zwrocie,256,RX580
1862,890,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Gigabyte,GDDR5X,Używany,256,GTX1070
1863,499,0,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,Gigabyte,GDDR5,Używany,192,GTX1060
1864,2499,0,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,EVGA,GDDR5X,Używany,352,GTX1080ti
1865,1900,0,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,ZOTAC,GDDR5X,Używany,352,GTX1080ti
1866,1619,1,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,Gainward,GDDR6,Nowy,192,RTX2060
1867,1050,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Asus,GDDR5,Używany,256,GTX1070
1868,469,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,EVGA,GDDR5,Używany,256,GTX970
1869,679,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050
1870,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
1871,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
1872,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
1873,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
1874,449,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,SAPPHIRE,GDDR5,Używany,256,RX480
1875,1850,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,ZOTAC,GDDR5X,Używany,256,GTX1080
1876,500,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,MSI,GDDR5,Używany,256,RX480
1877,434,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,AMD,SAPPHIRE,DDR5,Nowy,128,RX550
1878,1049,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,MSI,GDDR5,Używany,256,GTX1070
1879,589,2,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,SAPPHIRE,GDDR5,Nowy,256,RX570
1880,630,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,AMD,GDDR5,Używany,256,RX580
1881,1130,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Asus,GDDR5,Używany,256,GTX1070
1882,798,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,Asus,GDDR5,Używany,192,GTX1060
1883,1699,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,ZOTAC,GDDR5X,Używany,256,GTX1080
1884,3129,0,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,EVGA,GDDR5X,Nowy,352,GTX1080ti
1885,1300,1,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Asus,GDDR5,Używany,256,GTX1070ti
1886,1149,1,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Gigabyte,GDDR5,Używany,192,GTX1070
1887,1000,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Palit,GDDR5,Używany,256,GTX1070
1888,900,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,Asus,GDDR5,Używany,256,GTX980
1889,490,0,powietrzem,Nie wystawiam faktury,PCI Express,2,NVIDIA,MSI,GDDR5,Używany,128,GTX1050
1890,699,1,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Używany,256,RX580
1891,2000,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,MSI,DDR5X,Używany,256,GTX1080
1892,999,2,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,256,GTX970
1893,3000,0,hybrydowe,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,nVidia,GDDR5X,Używany,352,GTX1080ti
1894,430,0,powietrzem,Nie wystawiam faktury,PCI Express,4,AMD,Gigabyte,GDDR5,Używany,256,RX570
1895,1000,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Gainward,GDDR5,Używany,256,GTX1070
1896,780,0,wodne,Nie wystawiam faktury,PCI Express,4,NVIDIA,EVGA,GDDR5,Używany,256,GTX980
1897,2290,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Palit,GDDR6,Nowy,256,RTX2070
1898,3294,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gigabyte,GDDR6,Nowy,256,RTX2080
1899,1249,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR5,Nowy,192,GTX1060
1900,1049,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADROk5000
1901,1426,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,Gigabyte,HBM 2,Nowy,2048,RXvega56
1902,2303,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,AMD,SAPPHIRE,GDDR5,Nowy,256,RX580
1903,1149,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,6,NVIDIA,Asus,GDDR5,Nowy,128,GTX1060
1904,409,1,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,NVIDIA,GDDR5,Używany,256,QUADRO4000
1905,1899,6,powietrzem,Nie wystawiam faktury,PCI Express,11,NVIDIA,Gigabyte,GDDR5,Używany,352,GTX1080ti
1906,768,1,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
1907,2490,0,powietrzem,Wystawiam fakturę VAT,PCI Express,11,NVIDIA,Gigabyte,GDDR5X,Używany,352,GTX1080ti
1908,699,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
1909,2949,0,powietrzem,Wystawiam fakturę VAT,PCI Express,8,NVIDIA,Gainward,GDDR6,Używany,256,RTX2080
1910,499,0,powietrzem,Nie wystawiam faktury,PCI Express,3,NVIDIA,Gigabyte,GDDR5,Używany,384,GTX780ti
1911,699,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050ti
1912,699,0,powietrzem,Wystawiam fakturę VAT,PCI Express,4,AMD,MSI,GDDR5,Nowy,128,RX560
1913,500,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,Gigabyte,GDDR5,Używany,256,GTX970
1914,1329,0,powietrzem,Wystawiam fakturę VAT,PCI Express,6,NVIDIA,ZOTAC,GDDR6,Nowy,192,GTX1660ti
1915,449,1,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,3,NVIDIA,MSI,GDDR5,Używany,384,GTX780
1916,658,0,powietrzem,Nie wystawiam faktury,PCI Express,8,AMD,Asus,GDDR5,Używany,256,RX580
1917,549,0,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,4,NVIDIA,MSI,GDDR5,Używany,256,GTX970
1918,480,0,powietrzem,Nie wystawiam faktury,PCI Express,4,NVIDIA,ZOTAC,GDDR5,Używany,128,GTX1050ti
1919,780,0,powietrzem,Wystawiam fakturę VAT-marża,PCI Express,6,NVIDIA,Asus,GDDR5,Używany,192,GTX1060
1920,1650,0,powietrzem,Nie wystawiam faktury,PCI Express,6,NVIDIA,Gigabyte,GDDR6,Używany,192,RTX2060
1921,1499,0,powietrzem,Nie wystawiam faktury,PCI Express,8,NVIDIA,Palit,GDDR5X,Używany,256,GTX1080
1922,670,0,powietrzem,Wystawiam fakturę VAT,PCI Express,2,NVIDIA,MSI,GDDR5,Nowy,128,GTX1050
1923,1590,0,powietrzem,Wystawiam fakturę bez VAT,PCI Express,8,NVIDIA,MSI,GDDR5X,Używany,256,GTX1080
